Config, App, Score, Cycles, Mem Efficiency (%), 1# bottleneck, 2# bottleneck, 3# bottleneck, 4# bottleneck, 5# bottleneck, #1 IF Improv %[activity],#2 IF Improv %[activity],#3 IF Improv %[activity],#4 IF Improv %[activity],#5 IF Improv %[activity], Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.3168,30627093230,59.2,MCS (40.8%),ALU (17.1%),PS GPR (14.6%),SPI (8.8%),TCP (7.1%),MCS (16%),ALU (2.5%),PS GPR (1.8%),SPI (2.7%),TCP (0.4%),68.62,32.64,2753.69,14584.33,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3996,8901061188,58,MCS (32.7%),ALU (24.7%),VS Wave (18.8%),SPI (9.4%),LDS (4.3%),MCS (12.9%),ALU (10.4%),VS Wave (12.3%),SPI (2.4%),LDS (1.5%),129.06,89.36,202.23,4238.6,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2684,27629533592,60.2,MCS (42.4%),ALU (29.7%),SPI (9.6%),VS Wave (5.8%),LDS (5.5%),MCS (16.3%),ALU (13.2%),SPI (2%),VS Wave (3.7%),LDS (1.7%),59.41,40.43,81.98,13156.92,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1996,43325593233,53.7,MCS (55.4%),SPI (17.4%),TCP (12%),ALU (6.4%),PS GPR (3.3%),MCS (17%),SPI (4.7%),TCP (0.7%),ALU (1.3%),PS GPR (0.9%),48.76,42.29,72.13,20631.23,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5858,6419418914,52.4,MCS (24.5%),SPI (14.4%),PosBuf (13.2%),ALU (11.3%),TCP (6%),MCS (7%),SPI (6.4%),PosBuf (3.7%),ALU (1%),TCP (1.2%),149.51,135.02,166.04,3056.87,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Grid2_38x21,1.3349,23528656621,56.2,PS GPR (37.3%),ALU (15.5%),SPI (14.2%),TCP (11.8%),MCS (7%),PS GPR (9.8%),ALU (5.4%),SPI (6.2%),TCP (0.9%),MCS (2.9%),113.42,80.66,43800.32,11204.12,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.5637,17077133099,38.9,ALU (19.7%),PS GPR (18%),SPI (15.7%),MCS (13.9%),TCP (12.4%),ALU (3.2%),PS GPR (2.3%),SPI (5.3%),MCS (4.1%),TCP (0.8%),121.46,52.3,3722.67,8131.97,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.5427,26141651868,58.9,ALU (23.8%),PS GPR (22.4%),SPI (17.2%),TCP (11.2%),MCS (8.3%),ALU (4.2%),PS GPR (2.9%),SPI (5.8%),TCP (0.6%),MCS (1.6%),80.39,33.35,2771.4,12448.41,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4125,8819908068,54.2,MCS (31.5%),ALU (24.9%),VS Wave (19%),SPI (9.9%),LDS (4.3%),MCS (12.1%),ALU (10.5%),VS Wave (12.4%),SPI (2.6%),LDS (1.5%),130.25,90.47,202.9,4199.96,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2987,26985021114,55.6,MCS (39.4%),ALU (30.7%),SPI (10.9%),VS Wave (5.9%),LDS (5.6%),MCS (14.3%),ALU (13.7%),SPI (2.4%),VS Wave (3.8%),LDS (1.8%),60.83,41.6,82.7,12850.01,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2154,42765596414,52.7,MCS (53%),SPI (18.2%),TCP (12.8%),ALU (6.9%),PS GPR (3.3%),MCS (15.9%),SPI (5%),TCP (0.8%),ALU (1.3%),PS GPR (0.9%),49.4,42.83,72.85,20364.57,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6095,6324981963,49.2,ALU (17.5%),MCS (16.2%),SPI (14.7%),PosBuf (13.4%),TCP (6.3%),ALU (2%),MCS (5.6%),SPI (6.8%),PosBuf (3.8%),TCP (1.3%),151.74,136.84,168.58,3011.9,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Grid2_38x21,1.3398,23443135314,56.7,PS GPR (37.5%),ALU (15.5%),SPI (14.5%),TCP (11.9%),MCS (6.2%),PS GPR (9.9%),ALU (5.5%),SPI (6.3%),TCP (0.9%),MCS (2.6%),113.83,80.89,44872.35,11163.4,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.6098,16588028351,26.4,ALU (22.1%),PS GPR (19.2%),SPI (16.5%),TCP (13.1%),VS Wave (7.8%),ALU (3.7%),PS GPR (2.5%),SPI (5.9%),TCP (0.8%),VS Wave (4.3%),125.04,52.5,3727.52,7899.06,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.5367,26244159956,27.1,ALU (24.1%),PS GPR (20%),SPI (17.2%),MCS (11.1%),TCP (11.1%),ALU (4.2%),PS GPR (2.6%),SPI (6%),MCS (2%),TCP (0.6%),80.08,33.36,2771.37,12497.22,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4247,8744456137,51.8,MCS (30.7%),ALU (25.1%),VS Wave (19.2%),SPI (10.2%),LDS (4.4%),MCS (11.4%),ALU (10.7%),VS Wave (12.6%),SPI (2.8%),LDS (1.5%),131.37,91.44,203.51,4164.03,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3141,26668132897,52.7,MCS (38.1%),ALU (31.1%),SPI (11.4%),VS Wave (6%),LDS (5.7%),MCS (13.3%),ALU (13.9%),SPI (2.6%),VS Wave (3.9%),LDS (1.9%),61.56,42.2,83.05,12699.11,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2484,41632385464,51.1,MCS (48.4%),SPI (19.5%),TCP (14.4%),ALU (8.1%),PS GPR (3.4%),MCS (13.6%),SPI (5.8%),TCP (0.9%),ALU (1.6%),PS GPR (1%),50.74,43.98,74.31,19824.95,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6454,6186992788,44.1,ALU (17.9%),SPI (15.5%),PosBuf (13.9%),MCS (11%),TCP (7.4%),ALU (4.1%),SPI (7.3%),PosBuf (4%),MCS (3.5%),TCP (1.4%),155.12,139.47,172.72,2946.19,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.3478,23304354852,56.6,PS GPR (37.7%),ALU (15.6%),SPI (14.9%),TCP (12%),LDS (5.7%),PS GPR (9.9%),ALU (5.6%),SPI (6.4%),TCP (0.9%),LDS (3.3%),114.51,81.27,46793.49,11097.31,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.6232,16451272486,13.6,ALU (24.8%),PS GPR (20%),SPI (16.7%),TCP (13.5%),VS Wave (7.9%),ALU (4.3%),PS GPR (2.7%),SPI (6%),TCP (0.9%),VS Wave (4.4%),126.08,52.57,3730.36,7833.94,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.5596,25858427031,13.2,ALU (27.1%),PS GPR (23.1%),SPI (17.8%),TCP (11.5%),SX-DB (6.1%),ALU (5%),PS GPR (3%),SPI (6.3%),TCP (0.6%),SX-DB (0.5%),81.27,33.41,2775.32,12313.54,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4375,8666458093,50.4,MCS (29.7%),ALU (25.4%),VS Wave (19.4%),SPI (10.6%),LDS (4.4%),MCS (10.6%),ALU (10.8%),VS Wave (12.7%),SPI (3%),LDS (1.5%),132.55,92.42,204.11,4126.88,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3295,26358793104,49.4,MCS (36.5%),ALU (31.6%),SPI (11.9%),VS Wave (6.1%),LDS (5.8%),MCS (12.3%),ALU (14.1%),SPI (2.8%),VS Wave (3.9%),LDS (1.9%),62.28,42.8,83.41,12551.81,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3206,39357136317,46.9,MCS (30.6%),SPI (23.5%),TCP (16.2%),ALU (11.3%),Interp (7.9%),MCS (8.6%),SPI (8.1%),TCP (1.1%),ALU (2.4%),Interp (0.3%),53.67,46.64,77.36,18741.49,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6849,6041686752,34.2,ALU (18.4%),SPI (16.7%),PosBuf (14.5%),TCP (8%),Vertex (6.3%),ALU (6.4%),SPI (8%),PosBuf (4.1%),TCP (1.4%),Vertex (1.6%),158.85,142.61,177.14,2876.99,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.3593,23106855465,54.9,PS GPR (38%),ALU (15.8%),SPI (15.3%),TCP (12.5%),LDS (5.8%),PS GPR (10%),ALU (5.7%),SPI (6.6%),TCP (0.9%),LDS (3.4%),115.49,81.83,50136.5,11003.26,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.628,16403052459,10.9,ALU (25.1%),PS GPR (20.1%),SPI (16.8%),TCP (13.6%),VS Wave (8%),ALU (4.4%),PS GPR (2.8%),SPI (6%),TCP (0.9%),VS Wave (4.4%),126.45,52.6,3732.59,7810.98,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.5646,25776118746,10.4,ALU (27.5%),PS GPR (23.3%),SPI (17.8%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%),PS GPR (3.5%),SPI (6.3%),TCP (0.7%),SX-DB (0.5%),81.53,33.44,2777.49,12274.34,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4738,8452868778,47.7,MCS (26.4%),ALU (26.1%),VS Wave (20%),SPI (11.9%),LDS (4.5%),MCS (8.3%),ALU (11.2%),VS Wave (13.1%),SPI (3.7%),LDS (1.7%),135.9,95.2,205.77,4025.18,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3417,26119445965,47.8,MCS (34.9%),ALU (32%),SPI (12.4%),VS Wave (6.2%),LDS (5.8%),MCS (11.5%),ALU (14.3%),SPI (3%),VS Wave (4%),LDS (1.9%),62.85,43.27,83.71,12437.83,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3689,37969220247,38.5,SPI (26.9%),MCS (18.5%),TCP (18.3%),ALU (12.7%),Interp (12%),SPI (10.7%),MCS (5.2%),TCP (1.3%),ALU (3.2%),Interp (1.5%),55.64,48.65,79.82,18080.58,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7971,12771454789,55.3,MCS (39.2%),PosBuf (16.2%),SPI (14.4%),Vertex (5.8%),TCP (5.7%),MCS (11.2%),PosBuf (5.3%),SPI (6.2%),Vertex (1.3%),TCP (1.2%),75.15,68.02,83.79,6081.65,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.6725,46704466630,57.7,PS GPR (38.6%),ALU (15.6%),SPI (14%),TCP (11.8%),MCS (8.8%),PS GPR (10.2%),ALU (5.5%),SPI (6.2%),TCP (0.9%),MCS (3.8%),57.14,40.59,28667.48,22240.22,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.754,35417605381,54.3,MCS (28.6%),PS GPR (16.7%),ALU (16.5%),SPI (13%),TCP (10.7%),MCS (10.8%),PS GPR (2.2%),ALU (2.6%),SPI (3.7%),TCP (0.7%),58.56,25.94,2591.68,16865.53,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7358,54810202355,58.4,MCS (25.5%),ALU (20.7%),PS GPR (18.4%),SPI (14.2%),TCP (9%),MCS (8.3%),ALU (3.4%),PS GPR (2.4%),SPI (4.1%),TCP (0.5%),38.34,16.54,2068.4,26100.1,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7498,16615642417,58.9,MCS (39.9%),ALU (25.9%),SPI (9.4%),VS Wave (8.8%),LDS (4.6%),MCS (16.3%),ALU (11%),SPI (2.2%),VS Wave (4.9%),LDS (1.5%),69.14,47.07,103.16,7912.21,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6535,53623784706,60.1,MCS (43.2%),ALU (30.8%),SPI (10.1%),LDS (5.7%),DB (3.9%),MCS (16.5%),ALU (13.6%),SPI (2.1%),LDS (1.8%),DB (1.5%),30.61,20.74,41.32,25535.14,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5998,86655401510,54.2,MCS (57%),SPI (17.3%),TCP (11.8%),ALU (6.2%),PS GPR (3.5%),MCS (18.2%),SPI (4.5%),TCP (0.7%),ALU (1.2%),PS GPR (1%),24.38,21.15,36.3,41264.48,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8019,12694743665,55.1,MCS (35.3%),PosBuf (16.4%),SPI (14.5%),ALU (6.9%),Vertex (5.9%),MCS (10.7%),PosBuf (5.4%),SPI (6.3%),ALU (0.5%),Vertex (1.3%),75.6,68.38,84.32,6045.12,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Grid2_38x21,0.6733,46651714188,57.5,PS GPR (38.6%),ALU (15.6%),SPI (14.1%),TCP (11.9%),MCS (8.6%),PS GPR (10.2%),ALU (5.5%),SPI (6.2%),TCP (0.9%),MCS (3.7%),57.2,40.62,28883.2,22215.1,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7171,37240157168,60.6,MCS (36.3%),PS GPR (15.6%),ALU (15.4%),SPI (9.9%),TCP (9.8%),MCS (15.2%),PS GPR (2%),ALU (2.3%),SPI (2.9%),TCP (0.6%),55.7,25.75,2532.99,17733.41,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6695,60232810963,59.2,MCS (41.9%),ALU (17.4%),PS GPR (14.9%),SPI (9%),TCP (7.2%),MCS (16.5%),ALU (2.6%),PS GPR (1.9%),SPI (2.7%),TCP (0.4%),34.89,16.32,2028.33,28682.29,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7639,16308824991,57.7,MCS (36.9%),ALU (26.9%),SPI (10.3%),VS Wave (9.1%),LDS (4.7%),MCS (14.7%),ALU (11.4%),SPI (2.6%),VS Wave (5.1%),LDS (1.6%),70.44,48.14,103.79,7766.11,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6507,53861702770,60.2,MCS (43.8%),ALU (30.5%),SPI (9.9%),LDS (5.6%),DB (3.9%),MCS (16.9%),ALU (13.5%),SPI (2.1%),LDS (1.8%),DB (1.5%),30.48,20.64,41.26,25648.43,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6035,86128403990,53.8,MCS (56.2%),SPI (17.5%),TCP (12.1%),ALU (6.4%),PS GPR (3.5%),MCS (17.7%),SPI (4.7%),TCP (0.8%),ALU (1.3%),PS GPR (1%),24.53,21.28,36.48,41013.53,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8211,12398511505,53.4,MCS (28%),PosBuf (16.9%),SPI (15%),ALU (11.7%),TCP (6.2%),MCS (8.6%),PosBuf (5.6%),SPI (6.8%),ALU (1.1%),TCP (1.3%),77.41,69.83,86.5,5904.05,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Grid2_38x21,0.6772,46383023068,56.1,PS GPR (38.9%),ALU (15.7%),SPI (14.4%),TCP (12%),MCS (7.5%),PS GPR (10.3%),ALU (5.6%),SPI (6.3%),TCP (0.9%),MCS (3.1%),57.53,40.8,30089.58,22087.15,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.8085,33030693354,38.8,ALU (20.4%),PS GPR (18.6%),SPI (16.2%),MCS (14.7%),TCP (12.8%),ALU (3.4%),PS GPR (2.4%),SPI (5.5%),MCS (4.4%),TCP (0.8%),62.8,26.17,2631.86,15728.9,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7883,51156177914,58.8,ALU (24.4%),PS GPR (22.9%),SPI (17.6%),TCP (11.4%),MCS (8.6%),ALU (4.3%),PS GPR (2.9%),SPI (5.9%),TCP (0.6%),MCS (1.7%),41.08,16.68,2079.54,24360.08,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7717,16143365944,53.9,MCS (35.6%),ALU (27.2%),SPI (10.9%),VS Wave (9.2%),LDS (4.7%),MCS (13.8%),ALU (11.5%),SPI (2.8%),VS Wave (5.1%),LDS (1.6%),71.16,48.8,104.15,7687.32,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6667,52565434323,55.6,MCS (40.8%),ALU (31.5%),SPI (11.2%),LDS (5.8%),DB (4.2%),MCS (14.9%),ALU (14%),SPI (2.5%),LDS (1.9%),DB (1.7%),31.23,21.26,41.63,25031.16,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6115,84997331461,52.8,MCS (53.7%),SPI (18.4%),TCP (12.9%),ALU (6.9%),PS GPR (3.6%),MCS (16.6%),SPI (5.1%),TCP (0.8%),ALU (1.4%),PS GPR (1%),24.85,21.55,36.86,40474.92,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8356,12182654620,50.2,MCS (19%),ALU (18.2%),PosBuf (17.3%),SPI (15.3%),TCP (6.6%),MCS (7%),ALU (2.1%),PosBuf (5.7%),SPI (7.1%),TCP (1.3%),78.78,70.96,88.1,5801.26,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Grid2_38x21,0.6798,46202677311,56.5,PS GPR (39%),ALU (15.8%),SPI (14.7%),TCP (12.1%),MCS (6.6%),PS GPR (10.3%),ALU (5.6%),SPI (6.4%),TCP (0.9%),MCS (2.8%),57.76,40.93,31110.77,22001.27,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.8337,32031338441,26.3,ALU (22.9%),PS GPR (19.9%),SPI (17.1%),TCP (13.6%),MCS (7.5%),ALU (3.9%),PS GPR (2.6%),SPI (6.1%),TCP (0.9%),MCS (1.4%),64.76,26.27,2636.8,15253.02,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7852,51363716086,27.1,ALU (24.7%),PS GPR (20.5%),SPI (17.6%),MCS (11.5%),TCP (11.3%),ALU (4.3%),PS GPR (2.7%),SPI (6.1%),MCS (2.1%),TCP (0.6%),40.92,16.68,2079.49,24458.91,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7792,15988823511,51.5,MCS (34.7%),ALU (27.5%),SPI (11.2%),VS Wave (9.3%),LDS (4.8%),MCS (13%),ALU (11.7%),SPI (3.1%),VS Wave (5.2%),LDS (1.6%),71.85,49.38,104.48,7613.73,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6749,51928281034,52.6,MCS (39.4%),ALU (31.9%),SPI (11.7%),LDS (5.9%),DB (4.5%),MCS (13.8%),ALU (14.3%),SPI (2.7%),LDS (1.9%),DB (1.8%),31.61,21.57,41.81,24727.75,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6284,82708595823,51.2,MCS (49.1%),SPI (19.6%),TCP (14.5%),ALU (8.1%),PS GPR (3.7%),MCS (14.3%),SPI (5.9%),TCP (0.9%),ALU (1.6%),PS GPR (1.1%),25.54,22.14,37.62,39385.05,0,2100,2100,0,0,0,0,0,0
