Config, App, Score, Cycles, % Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.1779,29345339230,0.35%,11.09%,0.35%,0%,0%,0.44%,0%,0%,0.28%,0%,7.97%,0%,0%,0%,0%,33.55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.1%,0.27%,0.67%,0%,0%,16.25%,0.38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.37%,0%,0.21%,0%,5.2%,0%,0.53%,0%,61.39,28.16,2362.03,16302.97,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.2427,8593238229,0.24%,11.83%,0.02%,0%,0%,2.4%,0%,0%,0%,0%,3.91%,0%,0%,0%,0%,27.38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.73%,2.16%,0.05%,0%,0%,0.04%,2.1%,0%,0%,4.46%,0%,0%,0%,0%,0%,0%,0%,0%,25.68%,0%,0%,0%,0%,0%,0.01%,0%,114.59,79.77,175.25,4774.02,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.1341,26485943512,0.08%,13.29%,0.01%,0%,0%,3.97%,0%,0%,0%,0%,2.41%,0%,0%,0%,0%,35.38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.11%,0.68%,0.02%,0%,0%,0%,0.61%,0%,0%,5.74%,0%,0%,0%,0%,0%,0%,0%,0%,31.7%,0%,0%,0%,0%,0%,0.01%,0%,53.13,36.32,71.32,14714.41,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.0865,41002625305,0%,20.59%,0.26%,0.01%,0%,2.4%,0%,0%,0%,0%,15.09%,0%,0%,0%,0%,44.56%,0%,0%,0%,0%,0%,0.21%,0%,0.23%,0%,0.64%,0.12%,0%,0%,0%,3.5%,1.79%,0%,0%,0.29%,0%,0%,0%,0%,0%,0%,0%,0%,9.59%,0%,0.03%,0%,0%,0%,0.69%,0%,44.16,38.3,64.11,22779.24,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.3894,6280302838,5.9%,14.83%,2.46%,0%,0%,0.18%,0%,0%,0%,0%,6.77%,0.03%,0.07%,0%,0%,14.78%,0%,0%,0%,0%,0%,0.02%,0%,5.02%,0%,4.49%,13.61%,0%,0%,0%,2.97%,0.06%,0%,0%,5.15%,0%,0%,2.91%,0.98%,0%,0%,0%,0%,17.64%,0%,0.76%,0%,0%,0%,1.37%,0%,130.99,117.99,145.63,3489.06,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Grid2_38x21,1.1521,23367023563,0.11%,14.8%,0.65%,0.05%,0%,0.97%,0%,0%,0.01%,0%,11.94%,0.47%,0.11%,0%,0%,5.46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.24%,0.01%,0%,0%,0%,37.58%,2.86%,0%,0%,5.73%,0%,0%,0%,1.18%,0%,0%,0%,0%,15.6%,0%,0%,0%,0%,0%,0.22%,0%,97.89,69.52,39353.32,12981.68,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.3561,16879169792,0.69%,15.93%,0.58%,0%,0%,0.64%,0%,0%,0.46%,0%,12.75%,0%,0%,0%,0%,10.97%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.69%,0.76%,1.5%,0%,0%,18.52%,0.89%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.61%,0%,1.61%,0%,5.35%,0%,1.04%,0%,105.33,44.92,3193.09,9377.32,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.3315,25961804854,0.45%,17.43%,0.43%,0%,0%,0.59%,0%,0%,0.35%,0%,11.43%,0%,0%,0%,0%,4.83%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.9%,1.12%,0.96%,0%,0%,23.06%,0.51%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.29%,0%,1.85%,0%,6.08%,0%,0.73%,0%,69.39,28.61,2376.29,14423.22,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.2518,8530695840,0.24%,12.07%,0.02%,0%,0%,2.46%,0%,0%,0%,0%,3.94%,0%,0%,0%,0%,26.61%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.89%,2.18%,0.05%,0%,0%,0.04%,2.11%,0%,0%,4.49%,0%,0%,0%,0%,0%,0%,0%,0%,25.87%,0%,0%,0%,0%,0%,0.01%,0%,115.43,80.52,175.71,4739.28,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.1555,25997285968,0.08%,14.01%,0.01%,0%,0%,4.73%,0%,0%,0%,0%,2.46%,0%,0%,0%,0%,32.94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.25%,0.69%,0.02%,0%,0%,0%,0.62%,0%,0%,5.84%,0%,0%,0%,0%,0%,0%,0%,0%,32.33%,0%,0%,0%,0%,0%,0.01%,0%,54.12,37.14,71.81,14442.94,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.0977,40584584796,0%,21.32%,0.27%,0.01%,0%,2.47%,0%,0%,0%,0%,15.41%,0%,0%,0%,0%,42.43%,0%,0%,0%,0%,0%,0.21%,0%,0.23%,0%,0.67%,0.13%,0%,0%,0%,3.55%,1.83%,0%,0%,0.29%,0%,0%,0%,0%,0%,0%,0%,0%,10.09%,0%,0.03%,0%,0%,0%,1.06%,0%,44.62,38.71,64.61,22546.99,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.4038,6215738344,5.99%,15.07%,2.55%,0%,0.12%,0.18%,0%,0%,0%,0%,7.24%,0.03%,0.09%,0%,0%,12.67%,0%,0%,0%,0%,0%,0.02%,0%,5.14%,0%,4.64%,13.84%,0%,0%,0%,3.05%,0.06%,0%,0%,5.23%,0%,0%,2.94%,1.09%,0%,0%,0%,0%,17.83%,0%,0.83%,0%,0%,0%,1.39%,0%,132.35,119.07,147.29,3453.19,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Grid2_38x21,1.1554,23299849393,0.11%,14.99%,0.66%,0.05%,0%,0.99%,0%,0%,0.01%,0%,12.01%,0.47%,0.11%,0%,0%,4.92%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.27%,0.01%,0%,0%,0%,37.69%,2.9%,0%,0%,5.75%,0%,0%,0%,1.19%,0%,0%,0%,0%,15.65%,0%,0%,0%,0%,0%,0.24%,0%,98.17,69.68,40253.72,12944.36,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.3865,16509244162,0.73%,16.58%,0.61%,0%,0%,0.72%,0%,0%,0.47%,0%,13.29%,0.01%,0.11%,0%,0%,5.13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.9%,0.84%,1.67%,0%,0%,19.77%,0.93%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22.77%,0%,1.89%,0%,5.48%,0%,1.09%,0%,107.69,45.03,3196.66,9171.8,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.3279,26031930768,0.45%,17.47%,0.43%,0%,0%,0.6%,0%,0%,0.35%,0%,11.29%,0%,0%,0%,0%,8.61%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.88%,0.54%,0.93%,0%,0%,20.48%,0.51%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.13%,0%,1.56%,0%,6.06%,0%,0.72%,0%,69.2,28.62,2376.3,14462.18,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.2605,8471768333,0.25%,12.38%,0.02%,0%,0%,2.53%,0%,0%,0%,0%,3.98%,0%,0%,0%,0%,25.75%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.06%,2.2%,0.05%,0%,0%,0.04%,2.13%,0%,0%,4.52%,0%,0%,0%,0%,0%,0%,0%,0%,26.08%,0%,0%,0%,0%,0%,0.01%,0%,116.23,81.22,176.14,4706.54,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.166,25761942664,0.08%,14.4%,0.01%,0%,0%,5.11%,0%,0%,0%,0%,2.49%,0%,0%,0%,0%,31.69%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.32%,0.7%,0.02%,0%,0%,0%,0.63%,0%,0%,5.9%,0%,0%,0%,0%,0%,0%,0%,0%,32.65%,0%,0%,0%,0%,0%,0.01%,0%,54.62,37.57,72.06,14312.19,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1207,39752197917,0%,22.46%,0.28%,0.01%,0%,2.6%,0%,0%,0%,0%,16.05%,0%,0%,0%,0%,36.19%,0%,0%,0%,0%,0%,0.21%,0%,0.24%,0%,0.75%,0.14%,0%,0%,0%,3.64%,1.93%,0%,0%,0.3%,0%,0%,0%,0%,0%,0%,0%,0%,11.2%,0%,0.03%,0%,0%,0%,3.97%,0%,45.55,39.57,65.59,22084.55,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.427,6114672924,6.18%,15.93%,2.98%,0%,0.12%,0.18%,0%,0%,0%,0%,7.73%,0.05%,0.2%,0%,0%,8.16%,0%,0%,0%,0%,0%,0.02%,0%,5.35%,0%,4.99%,14.14%,0%,0%,0%,3.2%,0.06%,0%,0%,5.44%,0%,0%,2.99%,1.78%,0%,0%,0%,0%,18.14%,0%,0.89%,0%,0%,0%,1.48%,0%,134.53,120.85,149.98,3397.04,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.1609,23190147318,0.11%,15.23%,0.66%,0.05%,0%,1.01%,0%,0%,0.01%,0%,12.22%,0.47%,0.11%,0%,0%,4.02%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.32%,0.01%,0%,0%,0%,37.87%,2.95%,0%,0%,5.77%,0%,0%,0%,1.19%,0%,0%,0%,0%,15.74%,0%,0%,0%,0%,0%,0.25%,0%,98.63,69.95,41845.5,12883.42,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.3939,16421067780,0.74%,16.73%,0.63%,0.01%,0%,0.75%,0%,0%,0.47%,0%,13.57%,0.01%,0.11%,0%,0%,1.33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.96%,1.2%,1.72%,0%,0%,20.06%,0.95%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,2.14%,0%,5.51%,0%,1.12%,0%,108.27,45.07,3198.68,9122.82,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.3401,25794431892,0.46%,17.83%,0.44%,0%,0%,0.64%,0%,0%,0.35%,0%,11.69%,0.01%,0.1%,0%,0%,1.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.95%,1.07%,1.09%,0%,0%,23.23%,0.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.38%,0%,1.87%,0%,6.12%,0%,0.75%,0%,69.84,28.65,2379.5,14330.24,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.2697,8410140044,0.25%,12.76%,0.02%,0%,0%,2.59%,0%,0%,0%,0%,4.05%,0%,0%,0%,0%,24.77%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.24%,2.21%,0.05%,0%,0%,0.04%,2.15%,0%,0%,4.55%,0%,0%,0%,0%,0%,0%,0%,0%,26.3%,0%,0%,0%,0%,0%,0.02%,0%,117.08,81.95,176.58,4672.3,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.1764,25534035922,0.08%,14.87%,0.01%,0%,0%,5.37%,0%,0%,0%,0%,2.52%,0%,0%,0%,0%,30.48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.38%,0.7%,0.02%,0%,0%,0%,0.63%,0%,0%,5.95%,0%,0%,0%,0%,0%,0%,0%,0%,32.96%,0%,0%,0%,0%,0%,0.01%,0%,55.11,38.01,72.3,14185.58,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1623,38328657011,0%,26.38%,0.32%,0.01%,0%,2.91%,0%,0%,0%,0%,17.88%,0%,0%,0%,0%,20.5%,0%,0%,0%,0%,0%,0.23%,0%,0.25%,0%,0.93%,0.16%,0%,0%,0%,3.82%,2.14%,0%,0%,0.31%,0%,0%,0%,0%,0%,0%,0%,0%,12.51%,0%,0.04%,0%,0%,0%,11.6%,0%,47.24,41.21,67.63,21293.7,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.4493,6020492531,6.36%,16.76%,4.42%,0%,0.13%,0.19%,0%,0%,0%,0%,8.04%,0.11%,0.42%,0%,0%,2.41%,0%,0%,0%,0%,0%,0.02%,0%,5.62%,0%,5.39%,14.53%,0%,0%,0%,3.34%,0.07%,0%,0%,5.57%,0%,0%,3.04%,2.74%,0%,0%,0%,0%,18.43%,0%,0.9%,0%,0%,0%,1.52%,0%,136.64,122.73,152.36,3344.72,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.1687,23035184135,0.12%,15.49%,0.67%,0.05%,0%,1.05%,0%,0%,0.01%,0%,12.57%,0.48%,0.11%,0%,0%,2.81%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.38%,0.01%,0%,0%,0%,38.13%,3%,0%,0%,5.81%,0%,0%,0%,1.2%,0%,0%,0%,0%,15.85%,0%,0%,0%,0%,0%,0.27%,0%,99.3,70.32,44452.74,12797.32,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.396,16396759692,0.74%,16.76%,0.63%,0.01%,0%,0.76%,0%,0%,0.47%,0%,13.61%,0.01%,0.12%,0%,0%,0.48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.98%,1.56%,1.76%,0%,0%,20.09%,0.96%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.18%,0%,2.25%,0%,5.52%,0%,1.13%,0%,108.43,45.09,3200.27,9109.31,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.3421,25755408060,0.46%,17.85%,0.45%,0%,0%,0.65%,0%,0%,0.35%,0%,11.73%,0.01%,0.1%,0%,0%,0.53%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.96%,1.27%,1.17%,0%,0%,23.36%,0.53%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.57%,0%,2.12%,0%,6.13%,0%,0.76%,0%,69.94,28.67,2381.23,14308.56,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.2957,8241115289,0.26%,13.76%,0.02%,0%,0%,2.82%,0%,0%,0%,0%,4.24%,0%,0%,0%,0%,21.63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.74%,2.26%,0.05%,0%,0%,0.04%,2.21%,0%,0%,4.65%,0%,0%,0%,0%,0%,0%,0%,0%,27.29%,0%,0%,0%,0%,0%,0.02%,0%,119.48,83.95,177.79,4578.4,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.185,25348361752,0.08%,15.1%,0.01%,0%,0%,5.52%,0%,0%,0%,0%,2.54%,0%,0%,0%,0%,29.69%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.44%,0.71%,0.02%,0%,0%,0%,0.64%,0%,0%,5.99%,0%,0%,0%,0%,0%,0%,0%,0%,33.24%,0%,0%,0%,0%,0%,0.01%,0%,55.51,38.37,72.5,14082.42,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1929,37347775524,0.01%,28.27%,0.36%,0.01%,0%,3.23%,0%,0%,0%,0%,19.39%,0%,0%,0%,0%,14.21%,0%,0%,0%,0%,0%,0.23%,0%,0.26%,0%,1.32%,0.18%,0%,0%,0%,3.97%,2.37%,0%,0%,0.32%,0%,0.01%,0%,0%,0%,0%,0%,0%,13.53%,0%,0.05%,0%,0%,0%,12.29%,0%,48.48,42.34,69.39,20748.76,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7088,12310030514,6.19%,15.12%,1.79%,0%,0%,0.2%,0%,0%,0%,0%,6.47%,0%,0.06%,0%,0%,25.77%,0%,0%,0%,0%,0%,0%,0%,1.49%,0%,1.53%,17.11%,0%,0%,0%,3.01%,0.02%,0%,0%,5.35%,0%,0%,0.82%,0%,0%,0%,0%,0%,12.93%,0%,0.73%,0%,0%,0%,1.4%,0%,66.83,60.24,74.71,6838.91,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.5817,46283731486,0.15%,14.72%,0.58%,0.07%,0%,0.98%,0%,0%,0.01%,0%,12.03%,1.52%,0.11%,0%,0%,6.81%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.91%,0.03%,0%,0%,0%,38.97%,1.31%,0%,0%,5.79%,0%,0%,0%,0%,0%,0%,0%,0%,15.79%,0%,0.01%,0%,0%,0%,0.22%,0%,49.42,35.03,26311.32,25713.18,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.6653,34401864303,0.65%,14.03%,0.55%,0%,0%,0.6%,0%,0%,0.47%,0%,11.33%,0.01%,0%,0%,0%,22.68%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.76%,1.73%,0.72%,0%,0%,17.53%,0.37%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.52%,0%,0.87%,0%,5.2%,0%,0.97%,0%,51.68,22.32,2244.4,19112.15,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6468,53446227627,0.43%,16.28%,0.42%,0%,0%,0.54%,0%,0%,0.35%,0%,9.64%,0.01%,0%,0%,0%,19.65%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.31%,0.93%,0.44%,0%,0%,19.23%,0.21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22.02%,0%,0.98%,0%,5.88%,0%,0.67%,0%,33.7,14.23,1775.2,29692.35,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.6717,15898333071,0.27%,12.48%,0.01%,0%,0%,3.38%,0%,0%,0%,0%,4.19%,0.01%,0%,0%,0%,32.59%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9.58%,3.63%,0.05%,0%,0%,0.06%,1.22%,0%,0%,4.82%,0%,0%,0%,0%,0%,0%,0%,0%,27.71%,0%,0%,0%,0%,0%,0.02%,0%,61.94,42.48,89.6,8832.41,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.5849,51353168452,0.08%,13.86%,0%,0%,0%,4.59%,0%,0%,0%,0%,2.49%,0%,0%,0%,0%,36.17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.72%,1.08%,0.02%,0%,0%,0.01%,0.34%,0%,0%,5.92%,0%,0%,0%,0%,0%,0%,0%,0%,32.71%,0%,0%,0%,0%,0%,0.02%,0%,27.4,18.65,35.94,28529.54,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5443,81842087053,0%,20.39%,0.21%,0.01%,0%,2.39%,0%,0%,0%,0%,15.08%,0%,0%,0%,0%,46.28%,0%,0%,0%,0%,0%,0.07%,0%,0.09%,0%,0.25%,0.2%,0%,0%,0%,3.77%,1.01%,0%,0%,0.32%,0%,0.02%,0%,0%,0%,0%,0%,0%,9.33%,0%,0.02%,0%,0%,0%,0.56%,0%,22.12,19.19,32.34,45467.83,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7117,12260967864,6.23%,15.19%,1.83%,0%,0%,0.2%,0%,0%,0%,0%,6.52%,0%,0.07%,0%,0%,23.83%,0%,0%,0%,0%,0%,0%,0%,1.5%,0%,1.56%,17.21%,0%,0%,0%,3.04%,0.02%,0%,0%,5.38%,0%,0%,0.85%,0%,0%,0%,0%,0%,14.41%,0%,0.74%,0%,0%,0%,1.41%,0%,67.09,60.48,75.01,6811.65,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Grid2_38x21,0.5822,46243714350,0.15%,14.79%,0.58%,0.07%,0%,0.99%,0%,0%,0.01%,0%,12.05%,1.52%,0.11%,0%,0%,6.63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.92%,0.03%,0%,0%,0%,39.01%,1.32%,0%,0%,5.79%,0%,0%,0%,0%,0%,0%,0%,0%,15.81%,0%,0.01%,0%,0%,0%,0.22%,0%,49.46,35.06,26496.19,25690.95,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.6396,35785984667,0.57%,12.01%,0.52%,0%,0%,0.57%,0%,0%,0.44%,0%,10.58%,0.01%,0%,0%,0%,29.99%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.49%,1.59%,0.69%,0%,0%,16.67%,0.33%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,16.32%,0%,0.45%,0%,4.89%,0%,0.87%,0%,49.68,22.2,2214.67,19881.1,0,1800,1800,0,0,0,0,0,0
