Config, Score for All Resolutions, Min Score, Max Score, Cycles, Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6586,0.6152381,0.7019811,135376398453.171,54.7,MCS (34.7%),PS GPR (20.9%),SPI (15.2%),TCP (11.3%),ALU (10.4%),MCS (12%) [100.0],PS GPR (5.5%) [NaN],SPI (5%) [60.5],TCP (0.8%) [62.7],ALU (3.2%) [61.6],42.11,23.45,34736.29,61534.73,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.661,0.6192058,0.7028357,134752292997.837,54.3,MCS (34.2%),PS GPR (21%),SPI (15.3%),TCP (11.4%),ALU (10.5%),MCS (11.7%) [100.0],PS GPR (5.5%) [NaN],SPI (5.1%) [61.2],TCP (0.8%) [63.3],ALU (3.3%) [62.2],42.3,23.6,35003.02,61251.04,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6676,0.6279758,0.7072232,133233793581.612,53.3,MCS (32.9%),PS GPR (21.1%),SPI (15.7%),TCP (11.7%),ALU (10.8%),MCS (10.8%) [100.0],PS GPR (5.6%) [NaN],SPI (5.4%) [63.1],TCP (0.8%) [65.3],ALU (3.3%) [64.2],42.78,23.94,36494.36,60560.82,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.6785,0.6466586,0.7102534,130530195235.647,51.7,MCS (29.7%),PS GPR (21.3%),SPI (16.6%),TCP (12.8%),ALU (11.5%),MCS (9.4%) [100.0],PS GPR (5.7%) [NaN],SPI (5.8%) [66.5],TCP (0.8%) [68.8],ALU (3.5%) [67.6],43.67,24.64,37750.77,59331.91,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi12-384b-14m-2200e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.5931,2.515614,2.670605,33965871380.4122,37.4,MCS (28.8%),PS GPR (18.7%),SPI (15.8%),TCP (11.2%),ALU (10.2%),MCS (7.9%) [100.0],PS GPR (5%) [NaN],SPI (5.6%) [65.5],TCP (0.8%) [67.8],ALU (3.1%) [66.7],167.82,95.25,70311.6,15439.03,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.3526,1.260803,1.444323,68967475635.761,54.4,MCS (35.3%),PS GPR (20%),SPI (14.6%),TCP (10.9%),ALU (10%),MCS (12.2%) [100.0],PS GPR (5.3%) [NaN],SPI (4.8%) [59.0],TCP (0.7%) [61.1],ALU (3.1%) [60.0],86.41,48.02,53336.23,29985.86,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.3664,1.27927,1.453447,68166181379.6993,53.3,MCS (33.9%),PS GPR (20.1%),SPI (15.1%),TCP (11.1%),ALU (10.3%),MCS (11.3%) [100.0],PS GPR (5.3%) [NaN],SPI (5%) [60.9],TCP (0.8%) [63.0],ALU (3.2%) [61.9],87.42,48.74,55039.52,29637.47,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.3895,1.319175,1.459834,66716542568.5649,51.6,MCS (31.3%),PS GPR (20.3%),SPI (15.9%),TCP (11.9%),ALU (10.9%),MCS (9.9%) [100.0],PS GPR (5.4%) [NaN],SPI (5.4%) [64.1],TCP (0.8%) [66.4],ALU (3.3%) [65.2],89.32,50.27,56439.62,29007.19,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.4404,1.410816,1.469975,63750983449.1584,48,MCS (23.8%),PS GPR (20.5%),SPI (17.8%),TCP (13.6%),ALU (12.7%),MCS (6.6%) [100.0],PS GPR (5.5%) [NaN],SPI (6.6%) [72.6],TCP (0.9%) [75.2],ALU (3.7%) [73.9],93.48,53.79,58969.37,27717.82,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.4816,1.478442,1.484663,61673823566.9148,40.3,PS GPR (20.8%),SPI (20.5%),TCP (14.8%),ALU (13.9%),MCS (13%),PS GPR (5.6%) [NaN],SPI (8.1%) [84.5],TCP (1%) [87.5],ALU (4.2%) [86.0],MCS (4%) [100.0],96.63,56.66,63413.62,26814.71,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6804,0.6296145,0.7311159,137464377056.258,54.9,MCS (36.4%),PS GPR (20.8%),SPI (14.6%),TCP (10.9%),ALU (10.1%),MCS (13.1%) [100.0],PS GPR (5.5%) [NaN],SPI (4.7%) [58.4],TCP (0.7%) [60.4],ALU (3.1%) [59.4],43.35,23.99,35574.46,59767.12,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.683,0.6338704,0.7320865,136794944736.234,54.5,MCS (35.9%),PS GPR (20.8%),SPI (14.8%),TCP (11%),ALU (10.1%),MCS (12.7%) [100.0],PS GPR (5.5%) [NaN],SPI (4.8%) [59.0],TCP (0.8%) [61.1],ALU (3.2%) [60.0],43.56,24.15,35852.89,59476.06,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6901,0.643294,0.736986,135166993676.981,53.4,MCS (34.5%),PS GPR (21%),SPI (15.3%),TCP (11.3%),ALU (10.4%),MCS (11.8%) [100.0],PS GPR (5.6%) [NaN],SPI (5.1%) [60.9],TCP (0.8%) [63.0],ALU (3.2%) [61.9],44.09,24.51,37409.31,58768.26,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7021,0.6636679,0.7404327,132233151727.065,51.7,MCS (31.9%),PS GPR (21.2%),SPI (16.1%),TCP (12%),ALU (11%),MCS (10.3%) [100.0],PS GPR (5.6%) [NaN],SPI (5.5%) [64.1],TCP (0.8%) [66.4],ALU (3.4%) [65.2],45.07,25.29,38714.84,57492.67,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.686,2.5865,2.78547,34358438167.7405,37.8,MCS (30.6%),PS GPR (18.6%),SPI (15.2%),TCP (10.8%),ALU (9.8%),MCS (8.7%) [100.0],PS GPR (4.9%) [NaN],SPI (5.3%) [63.4],TCP (0.7%) [65.6],ALU (3%) [64.5],173.45,97.91,72878.65,14938.45,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.395,1.288368,1.501696,70008536043.8539,54.7,MCS (36.8%),PS GPR (19.9%),SPI (14.1%),TCP (10.5%),ALU (9.7%),MCS (13.2%) [100.0],PS GPR (5.2%) [NaN],SPI (4.5%) [57.0],TCP (0.7%) [59.0],ALU (3%) [58.0],88.82,49.02,54829.18,29170.22,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.41,1.308086,1.511921,69151872221.5408,53.5,MCS (35.3%),PS GPR (20%),SPI (14.7%),TCP (10.8%),ALU (9.9%),MCS (12.3%) [100.0],PS GPR (5.3%) [NaN],SPI (4.7%) [58.8],TCP (0.7%) [60.9],ALU (3.1%) [59.8],89.92,49.8,56620.44,28813.28,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.435,1.350977,1.519028,67599100345.0647,51.9,MCS (33.1%),PS GPR (20.2%),SPI (15.3%),TCP (11.3%),ALU (10.4%),MCS (10.8%) [100.0],PS GPR (5.3%) [NaN],SPI (5.2%) [62.0],TCP (0.8%) [64.2],ALU (3.2%) [63.1],91.99,51.47,58086.88,28166.29,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.491,1.451467,1.530491,64378035411.1634,48,MCS (26%),PS GPR (20.5%),SPI (17.3%),TCP (13.3%),ALU (12.2%),MCS (7.4%) [100.0],PS GPR (5.5%) [NaN],SPI (6.3%) [70.2],TCP (0.9%) [72.7],ALU (3.6%) [71.4],96.59,55.29,60746.58,26824.18,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.539,1.531004,1.546908,62003059132.2556,40.4,PS GPR (20.8%),SPI (20.1%),TCP (14.5%),MCS (14.3%),ALU (13.6%),PS GPR (5.6%) [NaN],SPI (7.8%) [81.8],TCP (1%) [84.7],MCS (4.4%) [100.0],ALU (4.1%) [83.2],100.29,58.59,65439.98,25834.61,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.7015,0.6430188,0.7599192,139613459315.126,55.2,MCS (38%),PS GPR (20.6%),SPI (14.1%),TCP (10.5%),ALU (9.7%),MCS (14.1%) [100.0],PS GPR (5.4%) [NaN],SPI (4.4%) [56.4],TCP (0.7%) [58.4],ALU (3%) [57.4],44.54,24.48,36379.13,58172.28,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.7043,0.647557,0.7610013,138898912435.587,54.8,MCS (37.5%),PS GPR (20.7%),SPI (14.3%),TCP (10.6%),ALU (9.8%),MCS (13.7%) [100.0],PS GPR (5.4%) [NaN],SPI (4.5%) [57.0],TCP (0.7%) [59.0],ALU (3.1%) [58.0],44.77,24.66,36669.02,57874.55,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.712,0.6576095,0.7664781,137159636593.597,53.7,MCS (36%),PS GPR (20.9%),SPI (14.8%),TCP (10.9%),ALU (10%),MCS (12.8%) [100.0],PS GPR (5.5%) [NaN],SPI (4.8%) [58.8],TCP (0.7%) [60.9],ALU (3.1%) [59.8],45.34,25.05,38289.27,57149.85,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7249,0.6794899,0.7703054,134018291541.22,52,MCS (33.8%),PS GPR (21.1%),SPI (15.5%),TCP (11.5%),ALU (10.5%),MCS (11.3%) [100.0],PS GPR (5.6%) [NaN],SPI (5.2%) [62.0],TCP (0.8%) [64.2],ALU (3.3%) [63.1],46.4,25.89,39642.87,55840.96,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi12-384b-14m-2400e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.7765,2.653439,2.899463,34766277394.811,38.1,MCS (32.1%),PS GPR (18.5%),SPI (14.8%),TCP (10.5%),ALU (9.4%),MCS (9.6%) [100.0],PS GPR (4.9%) [NaN],SPI (5%) [61.4],TCP (0.7%) [63.5],ALU (2.9%) [62.4],178.86,100.42,75402.18,14485.95,thief_veryhigh_3840x2160x32,Grid2_38x21
 
Config, Score for 1920x1080 Resolution, Min Score, Max Score, Cycles,Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Fiji-4096b-1m-1000e-4P-64CU-16RB-DCC-HBM-2048K,1,1,1,12716260625.4608,80.5,ALU (15.8%),PS GPR (15.2%),MCS (10.4%),TCP (9.8%),VS Wave (8.4%),ALU (3.3%) [100.0],PS GPR (2.1%) [35.7],MCS (2.9%) [73.2],TCP (0.7%) [92.5],VS Wave (4.4%) [36.1],85.95,40.31,2304.08,12716.26,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Vega10-2048b-2m-1700e-4P-56CU-16RB-DCC-PBB-HBM-4096K,1.7343,1.734261,1.734261,12465048588.6728,54.7,ALU (21.5%),PS GPR (17.9%),TCP (13.4%),SHExport (10.9%),VS Wave (9.7%),ALU (4.1%) [100.0],PS GPR (2.3%) [35.5],TCP (1.2%) [92.0],SHExport (0.6%) [67.4],VS Wave (5.3%) [29.5],149.06,66.25,3844.98,7332.38,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
RacerX-128b-8m-1200e-2P-16CU-4RB-DCC-1024K,0.3499,0.3499466,0.3499466,43605260086.9647,57.7,MCS (26.3%),ALU (19.4%),PS GPR (17.1%),TCP (13.2%),SX-DB (8.9%),MCS (7.7%) [93.0],ALU (3.7%) [100.0],PS GPR (2.4%) [NaN],TCP (1.1%) [92.5],SX-DB (1.7%) [56.2],30.08,12.78,1366.84,36337.72,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
RacerX-128b-8m-1400e-2P-16CU-4RB-DCC-1024K,0.3919,0.3918851,0.3918851,45428524792.6269,57,MCS (34.7%),ALU (16.7%),PS GPR (16.4%),TCP (11.9%),SX-DB (8.4%),MCS (11.4%) [100.0],ALU (3.2%) [93.3],PS GPR (2.3%) [NaN],TCP (1%) [86.3],SX-DB (1.6%) [52.4],33.68,14.82,1564.78,32448.95,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.2414,1.241413,1.241413,18438070766.7497,58.6,MCS (28.7%),PS GPR (16.2%),ALU (15.8%),SPI (11.6%),TCP (10.3%),MCS (11.2%) [100.0],PS GPR (2.1%) [35.0],ALU (2.4%) [98.8],SPI (3.3%) [65.3],TCP (0.6%) [87.0],106.7,49.06,3518.93,10243.37,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.3561,1.356066,1.356066,16879169792.4179,37.9,ALU (20.6%),PS GPR (18.5%),SPI (15.9%),TCP (12.7%),MCS (11%),ALU (3.4%) [100.0],PS GPR (2.4%) [35.4],SPI (5.6%) [66.1],TCP (0.8%) [88.0],MCS (3%) [65.8],116.56,49.66,3530.22,9377.32,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.3865,1.386452,1.386452,16509244162.4535,26.7,ALU (22.8%),PS GPR (19.8%),SPI (16.6%),TCP (13.3%),VS Wave (7.9%),ALU (3.8%) [100.0],PS GPR (2.6%) [35.4],SPI (5.9%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],119.17,49.79,3534.17,9171.8,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.3939,1.393896,1.393896,16421067780.0644,13.5,ALU (25%),PS GPR (20.1%),SPI (16.7%),TCP (13.6%),VS Wave (8%),ALU (4.4%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],119.81,49.83,3536.41,9122.82,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.396,1.395963,1.395963,16396759692.8515,10.8,ALU (25.2%),PS GPR (20.1%),SPI (16.8%),TCP (13.6%),VS Wave (8%),ALU (4.5%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],119.99,49.85,3538.17,9109.31,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6653,0.6653497,0.6653497,34401864303.2278,53,MCS (22.7%),ALU (18.5%),PS GPR (17.5%),SPI (14%),TCP (11.3%),MCS (8.2%) [88.1],ALU (2.8%) [100.0],PS GPR (2.3%) [NaN],SPI (4.2%) [66.1],TCP (0.7%) [88.0],57.19,24.68,2481.37,19112.15,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6396,0.6396155,0.6396155,35785984667.0547,58.6,MCS (30%),PS GPR (16.7%),ALU (16.3%),SPI (12%),TCP (10.6%),MCS (11.7%) [100.0],PS GPR (2.1%) [NaN],ALU (2.5%) [98.8],SPI (3.4%) [65.3],TCP (0.6%) [87.0],54.98,24.54,2448.49,19881.1,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.7017,0.7017413,0.7017413,32617817009.8197,37.8,ALU (21.4%),PS GPR (19.2%),SPI (16.5%),TCP (13.2%),MCS (11.5%),ALU (3.5%) [100.0],PS GPR (2.5%) [NaN],SPI (5.8%) [66.1],TCP (0.8%) [88.0],MCS (3.2%) [65.8],60.32,24.85,2496.25,18121.01,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7183,0.7183145,0.7183145,31865248659.041,26.6,ALU (23.6%),PS GPR (20.5%),SPI (17.2%),TCP (13.7%),SX-DB (5.7%),ALU (4%) [100.0],PS GPR (2.7%) [NaN],SPI (6.2%) [66.1],TCP (0.9%) [88.0],SX-DB (0.5%) [35.8],61.74,24.91,2500.58,17702.92,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.5752,2.575177,2.575177,8888424137.79626,9.9,ALU (22.8%),PS GPR (18.5%),SPI (15.4%),VS Wave (14.3%),TCP (12.3%),ALU (3.9%) [100.0],PS GPR (2.4%) [35.2],SPI (5.5%) [66.1],VS Wave (8.6%) [37.8],TCP (0.8%) [88.0],221.34,99.45,4295.11,4938.01,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.2961,1.296138,1.296138,18640678893.0671,59.6,MCS (30.9%),PS GPR (15.8%),ALU (15.5%),SPI (10.7%),TCP (10.1%),MCS (12.2%) [100.0],PS GPR (2%) [33.6],ALU (2.4%) [94.9],SPI (3.2%) [62.7],TCP (0.6%) [83.6],111.41,51.69,3713.75,9810.88,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.4275,1.427451,1.427451,16925903370.2075,38.4,ALU (20.3%),PS GPR (18.3%),SPI (15.9%),TCP (12.7%),MCS (11.9%),ALU (3.4%) [100.0],PS GPR (2.4%) [35.4],SPI (5.5%) [66.1],TCP (0.8%) [88.0],MCS (3.3%) [68.1],122.69,52.39,3725.53,8908.37,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.4621,1.462138,1.462138,16524361535.9104,26.7,ALU (22.6%),PS GPR (19.6%),SPI (16.5%),TCP (13.3%),VS Wave (7.9%),ALU (3.8%) [100.0],PS GPR (2.6%) [35.4],SPI (5.9%) [66.1],TCP (0.8%) [88.0],VS Wave (4.4%) [22.4],125.68,52.55,3729.92,8697.03,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.4707,1.470664,1.470664,16428563166.2141,13.5,ALU (25%),PS GPR (20%),SPI (16.7%),TCP (13.6%),VS Wave (8%),ALU (4.4%) [100.0],PS GPR (2.7%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],126.41,52.59,3732.43,8646.61,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.4734,1.473388,1.473388,16398190554.5932,11,ALU (25.1%),PS GPR (20.1%),SPI (16.8%),TCP (13.6%),VS Wave (8%),ALU (4.5%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],126.64,52.62,3734.47,8630.63,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6968,0.6967639,0.6967639,34675873204.2904,53.8,MCS (24.6%),ALU (17.8%),PS GPR (17.3%),SPI (13.6%),TCP (11.2%),MCS (8.9%) [91.5],ALU (2.7%) [100.0],PS GPR (2.2%) [NaN],SPI (4.1%) [66.1],TCP (0.7%) [88.0],59.89,26.02,2613.09,18250.46,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6675,0.6674739,0.6674739,36197514658.2579,59.6,MCS (32.3%),PS GPR (16.3%),ALU (16%),SPI (11.1%),TCP (10.4%),MCS (12.7%) [100.0],PS GPR (2.1%) [NaN],ALU (2.4%) [94.9],SPI (3.3%) [62.7],TCP (0.6%) [83.6],57.37,25.86,2569.14,19051.32,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.7386,0.7385604,0.7385604,32713498161.3009,38.4,ALU (21%),PS GPR (19%),SPI (16.4%),TCP (13.1%),MCS (12.5%),ALU (3.5%) [100.0],PS GPR (2.5%) [NaN],SPI (5.7%) [66.1],TCP (0.8%) [88.0],MCS (3.5%) [68.1],63.48,26.22,2634.4,17217.63,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7575,0.7574726,0.7574726,31896727345.9371,26.7,ALU (23.4%),PS GPR (20.4%),SPI (17.2%),TCP (13.7%),MCS (5.9%),ALU (4%) [100.0],PS GPR (2.7%) [NaN],SPI (6.2%) [66.1],TCP (0.9%) [88.0],MCS (1%) [53.6],65.11,26.29,2638.95,16787.75,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.7163,2.716282,2.716282,8894841522.15323,9.9,ALU (22.8%),PS GPR (18.4%),SPI (15.4%),VS Wave (14.3%),TCP (12.2%),ALU (3.9%) [100.0],PS GPR (2.4%) [35.2],SPI (5.5%) [66.1],VS Wave (8.6%) [37.8],TCP (0.8%) [88.0],233.47,104.96,4533.38,4681.5,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.3466,1.346595,1.346595,18886537636.9678,60.2,MCS (32.9%),PS GPR (15.5%),ALU (15.2%),SPI (10.1%),TCP (9.8%),MCS (13.3%) [100.0],PS GPR (2%) [32.1],ALU (2.3%) [90.6],SPI (3%) [59.9],TCP (0.6%) [79.8],115.74,54.3,3907.61,9443.27,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.4962,1.496192,1.496192,16998166034.7422,38.7,ALU (20%),PS GPR (18.2%),SPI (15.8%),MCS (12.9%),TCP (12.5%),ALU (3.3%) [100.0],PS GPR (2.4%) [35.4],SPI (5.4%) [66.1],MCS (3.7%) [71.2],TCP (0.8%) [88.0],128.6,55.11,3920.68,8499.08,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.5364,1.536396,1.536396,16553367058.6819,26.7,ALU (22.4%),PS GPR (19.5%),SPI (16.5%),TCP (13.2%),VS Wave (7.9%),ALU (3.8%) [100.0],PS GPR (2.5%) [35.4],SPI (5.9%) [66.1],TCP (0.8%) [88.0],VS Wave (4.3%) [22.4],132.06,55.3,3925.54,8276.68,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.5471,1.547117,1.547117,16438653682.6275,13.5,ALU (24.9%),PS GPR (20%),SPI (16.7%),TCP (13.5%),VS Wave (7.9%),ALU (4.3%) [100.0],PS GPR (2.7%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],132.98,55.35,3928.36,8219.33,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
